skill_id,skill_name,taxonomy_l1_name,taxonomy_l2_name
skill_9198,performance tuning,General and Specialized Skills,"Performance, Monitoring, and Quality"
skill_9199,"Visual Design (Typography, Layout, Color)",General and Specialized Skills,Design and Layout
skill_9200,IoT architecture design,General and Specialized Skills,Mobile Application Development
skill_9201,Embedded systems programming,General and Specialized Skills,"Computing, Systems & User Interaction"
skill_9202,Edge computing,General and Specialized Skills,"Computing, Systems & User Interaction"
skill_9203,Device management,General and Specialized Skills,"Computing, Systems & User Interaction"
skill_9204,Firmware development,General and Specialized Skills,Software Development & Deployment
skill_9205,regression testing,General and Specialized Skills,Testing and Validation
skill_9206,actuarial science,Financial Management & Policy,Accounting and Financial Management
skill_9207,e-learning platform management,General and Specialized Skills,"Access, Usability, and Files"
skill_9208,data analysis for learning outcomes,Information & Digital Skills,Data Management and Analytics
skill_9209,user experience optimization,General and Specialized Skills,"Coding, Scripting, and Deployment"
skill_9210,digital pedagogy,General and Specialized Skills,"Innovation, Technology, and Trends"
skill_9211,training needs assessment,General and Specialized Skills,"Education, Training, and Lifecycles"
skill_9212,vehicle diagnostics,General and Specialized Skills,"Production, Engineering, & Maintenance"
skill_9213,engine repair,General and Specialized Skills,Driving and Transport Systems
skill_9214,electrical systems troubleshooting,General and Specialized Skills,Driving and Transport Systems
skill_9215,brake systems maintenance,General and Specialized Skills,"Production, Engineering, & Maintenance"
skill_9216,transmission repair,General and Specialized Skills,Driving and Transport Systems
skill_9217,hydraulics knowledge,General and Specialized Skills,"Production, Engineering, & Maintenance"
skill_9218,preventive maintenance,General and Specialized Skills,"Production, Engineering, & Maintenance"
skill_9219,mechanical troubleshooting,General and Specialized Skills,"Production, Engineering, & Maintenance"
skill_9220,hydraulic systems repair,General and Specialized Skills,"Production, Engineering, & Maintenance"
skill_9221,electrical systems repair,General and Specialized Skills,Driving and Transport Systems
skill_9222,tool operation,General and Specialized Skills,General Tools and Techniques
skill_9223,mining operations,General and Specialized Skills,"Production, Engineering, & Maintenance"
skill_9224,petroleum extraction,General and Specialized Skills,"Production, Engineering, & Maintenance"
skill_9225,drilling techniques,General and Specialized Skills,"Production, Engineering, & Maintenance"
skill_9226,geological surveying,General and Specialized Skills,"Production, Engineering, & Maintenance"
skill_9227,hazard identification,General and Specialized Skills,"Health, Safety, and Compliance"
skill_9228,resource extraction planning,General and Specialized Skills,Research and Resource Management
skill_9229,mechanical maintenance,General and Specialized Skills,"Production, Engineering, & Maintenance"
skill_9230,emergency response,General and Specialized Skills,Cognition and Behavioral Psychology
skill_9231,assembly line operation,General and Specialized Skills,Automation and Autonomy
skill_9232,sheet metal fabrication,General and Specialized Skills,"Production, Engineering, & Maintenance"
skill_9233,structural metalworking,General and Specialized Skills,"Production, Engineering, & Maintenance"
skill_9234,metal forming,General and Specialized Skills,"Production, Engineering, & Maintenance"
skill_9235,molding processes,General and Specialized Skills,"Production, Engineering, & Maintenance"
skill_9236,Cargo handling,Business Operations & Strategy,Service Delivery & Branding
skill_9237,Maritime safety,General and Specialized Skills,"Production, Engineering, & Maintenance"
skill_9238,Ship operations,General and Specialized Skills,"Production, Engineering, & Maintenance"
skill_9239,Marine communication,Information & Digital Skills,Communication Methods & Channels
skill_9240,Load securing,Cyber & Information Security,Cybersecurity and Protection
skill_9241,Route planning,Cloud & Infrastructure Technology,"DevOps, IoT, and Routing"
skill_9242,vehicle-to-everything (V2X) communication,Information & Digital Skills,Communication Methods & Channels
skill_9243,embedded software development,General and Specialized Skills,Software Development & Deployment
skill_9244,vehicle operation,General and Specialized Skills,Driving and Transport Systems
skill_9245,traffic law knowledge,General and Specialized Skills,Driving and Transport Systems
skill_9246,fuel efficiency management,Science and Engineering,Energy Generation and Use
skill_9247,heavy vehicle operation,General and Specialized Skills,Driving and Transport Systems
skill_9248,fuel efficiency driving,Science and Engineering,Environmental Sustainability & Climate
skill_9249,logbook management,Information & Digital Skills,Logging and Log Management
skill_9250,GPS navigation,General and Specialized Skills,"Control, Mapping, and Inspection"
skill_9251,Defensive driving,General and Specialized Skills,Driving and Transport Systems
skill_9252,flight navigation,General and Specialized Skills,Airflow and Aviation Technology
skill_9253,aircraft operation,General and Specialized Skills,Airflow and Aviation Technology
skill_9254,weather assessment,Science and Engineering,Environmental Sustainability & Climate
skill_9255,communication with air traffic control,General and Specialized Skills,Airflow and Aviation Technology
skill_9256,emergency procedures,General and Specialized Skills,Health and Patient Care
skill_9257,flight planning,General and Specialized Skills,Airflow and Aviation Technology
skill_9258,instrument flying,General and Specialized Skills,"Light, Optics, and Astronomy"
skill_9259,crew resource management,Business Operations & Strategy,Business Operations & Management
skill_9260,aerodynamics knowledge,General and Specialized Skills,Airflow and Aviation Technology
skill_9261,first aid,General and Specialized Skills,Health and Patient Care
skill_9262,Locomotive operation,General and Specialized Skills,Driving and Transport Systems
skill_9263,Railway signaling knowledge,General and Specialized Skills,Driving and Transport Systems
skill_9264,Load and weight management,General and Specialized Skills,Foundational Concepts and Analysis
skill_9265,package handling,General and Specialized Skills,Software Development & Deployment
skill_9266,address verification,General and Specialized Skills,Testing and Validation
skill_9267,physical stamina,General and Specialized Skills,Health and Patient Care
skill_9268,delivery tracking,Business Operations & Strategy,Service Delivery & Branding
skill_9269,equipment operation,General and Specialized Skills,"Production, Engineering, & Maintenance"
skill_9270,manual labor,General and Specialized Skills,"Innovation, Technology, and Trends"
skill_9271,environmental awareness,Science and Engineering,Environmental Sustainability & Climate
skill_9272,ticketing and fare collection,General and Specialized Skills,"Production, Engineering, & Maintenance"
skill_9273,crowd control,General and Specialized Skills,"Control, Mapping, and Inspection"
skill_9274,crop production management,Science and Engineering,Environmental Sustainability & Climate
skill_9275,livestock management,Science and Engineering,Environmental Sustainability & Climate
skill_9276,sustainable farming practices,Science and Engineering,Environmental Sustainability & Climate
skill_9277,supply chain coordination,Business Operations & Strategy,Customer and Supply Management
skill_9278,harvest planning,Science and Engineering,Environmental Sustainability & Climate
skill_9279,data analysis for yield optimization,General and Specialized Skills,"Modeling, Data, and Optimization"
skill_9280,food safety analysis,Science and Engineering,Food Science and Nutrition
skill_9281,food chemistry,Science and Engineering,Food Science and Nutrition
skill_9282,sensory evaluation,General and Specialized Skills,General and Foundational Skills
skill_9283,food processing technology,Science and Engineering,Food Science and Nutrition
skill_9284,nutrition science,Science and Engineering,Food Science and Nutrition
skill_9285,food safety management,Science and Engineering,Food Science and Nutrition
skill_9286,sanitation and hygiene,General and Specialized Skills,"Production, Engineering, & Maintenance"
skill_9287,production line monitoring,General and Specialized Skills,"Production, Engineering, & Maintenance"
skill_9288,temperature control,Science and Engineering,Environmental Sustainability & Climate
skill_9289,raw material handling,General and Specialized Skills,"Production, Engineering, & Maintenance"
skill_9290,sewing techniques,General and Specialized Skills,"Production, Engineering, & Maintenance"
skill_9291,fabric cutting,General and Specialized Skills,"Production, Engineering, & Maintenance"
skill_9292,textile knowledge,General and Specialized Skills,"Production, Engineering, & Maintenance"
skill_9293,garment assembly,General and Specialized Skills,"Production, Engineering, & Maintenance"
skill_9294,production line coordination,General and Specialized Skills,"Production, Engineering, & Maintenance"
skill_9295,printing technology,General and Specialized Skills,"Production, Engineering, & Maintenance"
