key,values
Team Member Development,"['Team Development', 'Team Member Development']"
Discourse Analysis,['Discourse Analysis']
Callback Function,['Callback Function']
Establish Policies,['Establish Policies']
COLLADA exporting,['COLLADA exporting']
LEGO Mindstorms NXT,['LEGO Mindstorms NXT']
Efficient Data Utilization,"['Efficient Data Handling', 'Efficient Data Utilization']"
Flex Message,['Flex Message']
IF,['IF']
Environmental Sustainability Framework,['Environmental Sustainability Framework']
Business Development,"['ROI / Business Case Development','Business Development']"
Tunneling and VPN,['Tunneling and VPN']
Effective Financial & Accounting Data Use,['Effective Financial & Accounting Data Use']
Experimental Modal Analysis,['Experimental Modal Analysis']
Compliance Filings,['Compliance Filings']
Astrology,['Astrology']
Electric Vehicle Battery System,"['Electric Vehicle Battery System', 'Electric Vehicle Battery']"
Autonomous Mobile Robotics,"['Autonomous Mobile Robot', 'Autonomous Mobile Robotics', 'Autonomous Mobile Robots', 'Mobile Robot', 'Mobile Robot Applications', 'Mobile Robot Design', 'Mobile Robotics', 'Mobile Robots', 'Robotic Skills']"
Memory,['Memory']
Security Risk,['Security Risk']
Support Model,['Support Model']
Social Proof,['Social Proof']
Mounted Policing,['Mounted Policing']
Certificate Verification,['Certificate Verification']
Explore AutoML,['Explore AutoML']
Numerical Analysis,['Numerical Analysis']
Parallel Computing,"['Parallel Computing', 'Parallel Systems']"
Behavioral Psychology,['Behavioral Psychology']
Satisfaction Level,['Satisfaction Level']
Business Solutions,['Business Solutions']
Password Attack,['Password Attack']
Sensing Algorithms,['Sensing Algorithms']
Form View,['Form View']
Text System,['Text System']
Do & Don't Presentation Design,['Do & Dont Presentation Design']
DataDriven Communication,['DataDriven Communication']
Using Lottie in Flutter,['Using Lottie in Flutter']
Strategic Solution,['Strategic Solution']
Database Logs,['Database Logs']
Paid Membership,['Paid Membership']
nvm,['nvm']
Class Component,"['Class & Function Component', 'Class Component', 'Class Components']"
Endpoint Security,"['Endpoint Security', 'Endpoint Security Measures']"
Save Note Feature,['Save Note Feature']
LINE Official Account Setup,"['LINE Official Account', 'LINE Official Account Setup']"
Cloud Native Platform,['Cloud Native Platform']
Terraform,['Terraform']
Communication Of Results,['Communication Of Results']
Easy Data Access,['Easy Data Access']
Government Bond,['Government Bond']
Cloud Fundamentals,['Cloud Fundamentals']
Fundamental Principles,['Fundamental Principles']
Creating Clicks,['Creating Clicks']
UserCentered Design,"['UserCentered Design', 'UserCentred', 'UserCentric Design']"
Array,"['Array', 'Arrays']"
Design database schemas,['Design database schemas']
Horizontal Integration,['Horizontal Integration']
Web Application Creation,['Web Application Creation']
Social Commerce Trends,['Social Commerce Trends']
Answering Phones,"['Answer Incoming Calls', 'Answer Phones', 'Answering Phone Calls', 'Answering Phones']"
Create Customer Journey,['Create Customer Journey']
Complex Web Applications,"['Complex Applications', 'Complex Web Applications']"
Azure Monitor,['Azure Monitor']
Sociology,['Sociology']
Data Presentation,"['Data Presentation', 'DataDriven Presentation', 'Effective Data Presentation', 'Effective data presentation']"
Executive Conviction,['Executive Conviction']
Prompt Engineering,"['Basic Prompt Engineering', 'Prompt Engineering']"
Ensure production readiness,['Ensure production readiness']
SelfProtection,['SelfProtection']
Incident Response,"['Incident Response', 'Incident Response Process']"
Leverage Strengths,['Leverage Strengths']
7DOF arm,['7DOF arm']
Engineering Design Practices,['Engineering Design Practices']
Isolated Problem,['Isolated Problem']
Date Value,['Date Value']
Building Instruments,['Building Instruments']
Images,"['Image', 'Images']"
Identified Risks,['Identified Risks']
Value For Money,['Value For Money']
Primary Health Systems,"['Primary Health Systems', 'Primary Health']"
Ordinal Data,['Ordinal Data']
Evaluation Framework Design,['Evaluation Framework Design']
Webbased,['Webbased']
Optimality,"['Optimality', 'Optimality Property']"
Reasoning,['Reasoning']
Inspirational Learning Activities,['Inspirational Learning Activities']
Budget Adherence,['Budget Adherence']
Excel Table,['Excel Table']
Population Parameter,['Population Parameter']
Design Consideration,['Design Consideration']
KPI Definition,['KPI Definition']
Handoff,['Handoff']
Azure Account,['Azure Account']
Straight Lines,['Straight Lines']
Monitor Programs,['Monitor Programs']
Job Description,['Job Description']
Performance Monitoring,"['Performance Monitoring', 'Performance Tracking']"
Bulk Sorting,['Bulk Sorting']
Inverse Model,['Inverse Model']
WEKA,['WEKA']
Network IPS,['Network IPS']
Downloading Data into a File,['Downloading Data into a File']
Layout Design,['Layout Design']
DB Instance,['DB Instance']
Data Comprehension,['Data Comprehension']
Restricted Boltzmann Machine,['Restricted Boltzmann Machine']
Celestial Object,['Celestial Object']
Game Development,['Game Development']
Ethical Issues,['Ethical Issues']
Transformation,"['Transformation', 'Transform Techniques']"
Create Code,['Create Code']
Data Insights,"['Data Insights', 'Datadriven insights']"
Android SDK,['Android SDK']
Value Creation,['Value Creation']
Strengths and Weaknesses Analysis,['Strengths and Weaknesses Analysis']
Process Technology,['Process Technology']
Common Risks,['Common Risks']
Safety Equipment,['Safety Equipment']
ESG,['ESG']
Crime,['Crime']
Querying,"['Query', 'Querying']"
Observing,['Observing']
Technological Advancements,"['Technological Advancements', 'Technological Advances']"
Indexing Methods,['Indexing Methods']
BATNA,['BATNA']
Mobile Compatibility,['Mobile Compatibility']
Testing Business Viability,['Testing Business Viability']
Thermodynamic Process,['Thermodynamic Process']
Negotiation Strategies,"['Negotiation Strategies', 'Negotiation Techniques']"
Environmental Regulations,['Environmental Regulations']
PWA Portfolio,['PWA Portfolio']
Numerical Data,"['Numerical Data', 'Numerical Information']"
Foundational web structure knowledge,['Foundational web structure knowledge']
Drafting Media Plans,['Drafting Media Plans']
Applying BMC,['Applying BMC']
Ansible,['Ansible']
Workshop Facilitation,['Workshop Facilitation']
Errors and Significance Levels,['Errors and Significance Levels']
Global Energy Scenario,['Global Energy Scenario']
Productivity Enhancement,['Productivity Enhancement']
Bias of Estimator,['Bias of Estimator']
Workflow Instance Execution,['Workflow Instance Execution']
Graph Analysis,['Graph Analysis']
Health and Safety Requirements,['Health and Safety Requirements']
External Lib,['External Lib']
View & ViewGroup,['View & ViewGroup']
Business Goals,['Business Goals']
SocialEcological Perspective,['SocialEcological Perspective']
Alternative Graphing,['Alternative Graphing']
Presentation Skills,['Presentation Skills']
Elastic Beanstalk,['Elastic Beanstalk']
Arduino,['Arduino']
Content Method,['Content Method']
LINE Chatbot Development,"['Chatbot Development', 'LINE Chatbot Development']"
Direct and Indirect Monetization,['Direct and Indirect Monetization']
Electric/Hybrid Ships,"['Electric/Hybrid Ships', 'Hybrid Ships']"
Subsystem,['Subsystem']
Theoretic Analysis,['Theoretic Analysis']
Application Integration,['Application Integration']
Quick Summarization,['Quick Summarization']
Case Study Comparison,['Case Study Comparison']
Implementation,['Implementation']
Custom Hooks useAPI,['Custom Hooks useAPI']
Perpetuity,['Perpetuity']
Data Summarization,"['Content Summarization', 'Data Summarization', 'Summarization', 'Summarizing Data', 'summarization']"
Parallelization,['Parallelization']
MS Office,"['MS Office', 'Microsoft Office']"
Deliver Demos,['Deliver Demos']
Power Apps,"['Basic Power Apps', 'Connection with Power Apps', 'Intermediate Power Apps', 'Power Apps', 'PowerApps', 'Self Learning Low Code App with Power Apps']"
Academic field,['Academic field']
Convolutional Neural Network,"['Convolutional Net', 'Convolutional Neural Network', 'Convolutional Neural Networks']"
LINE OA,['LINE OA']
Building Your Intervention,['Building Your Intervention']
DVDROM,['DVDROM']
Kubernetes Deployment,"['Deploy to Kubernetes', 'Kubernetes Deployment']"
Protocol,"['Protocol', 'Protocols']"
Bandwidth,['Bandwidth']
Algorithms,"['Algorithm', 'Algorithms', 'Techniques And Algorithms']"
Setter,['Setter']
RAG,['RAG']
Cluster Algebra,['Cluster Algebra']
Understand Customer Behavior,"['Customer Understanding', 'Understand Customer Behavior']"
Contracted suppliers,['Contracted suppliers']
Batch Thermal Processing,['Batch Thermal Processing']
Customer Service,"['Customer Service', 'Customer Service Agents', 'Customer Service Orientation', 'Customer Service Skills', 'Customer Service Software Proficiency', 'Customer Service Support']"
Node Port,['Node Port']
LINE API,"['LINE API', 'LINE Messaging API']"
Cost of Quality,['Cost of Quality']
Effective Programming,['Effective Programming']
EV Battery Technologies,['EV Battery Technologies']
Health Coverage in HighIncome Countries,['Health Coverage in HighIncome Countries']
Sales Projections,['Sales Projections']
Global Trends,['Global Trends']
Camera,"['Camera', 'Using Camera']"
Instruments and methods used in user research,['Instruments and methods used in user research']
MVP,"['MVP', 'MVP Benefit', 'MVP Examples']"
Amazon Trusted Advisor,['Amazon Trusted Advisor']
Ttests,['Ttests']
Long and Wide Table,['Long and Wide Table']
Check Accounts,['Check Accounts']
Publishing,['Publishing']
Development Environment,['Development Environment']
Personalized Content,['Personalized Content']
Density Based Clustering,['Density Based Clustering']
Data Leak Management,"['1Day Data Leak Management Workshop', 'Data Leak Management']"
SIMATIC,"['SIMATIC', 'SIMATIC S7', 'SIMATIC S7300', 'SIMATIC S7400']"
Distributed Database Technical Issues,['Distributed Database Technical Issues']
Single Variable Measures,['Single Variable Measures']
Causal Discovery,['Causal Discovery']
SendGrid,['SendGrid']
Reaggregation,['Reaggregation']
Markup Language,['Markup Language']
Group Discussion Questions,['Group Discussion Questions']
Apply Knowledge,['Apply Knowledge']
Scientific Developments,['Scientific Developments']
Amazon Backup,['Amazon Backup']
Button and Padding,['Button and Padding']
Logic Bombs,['Logic Bombs']
Identification,"['Identification', 'Identification & Authentication']"
Methods for visual representation of data,['Methods for visual representation of data']
Fraud Detection,['Fraud Detection']
Clustering Metrics,['Clustering Metrics']
Pivot Table,"['Pivot Chart', 'Pivot Table', 'Pivot Table Analysis', 'Pivot Table Technique', 'Pivot Chart Technique']"
Language,"['Language', 'Languages']"
Program Management Professional (PgMP),['Program Management Professional (PgMP)']
Nudge,['Nudge']
Manufacturing Technologies,['Manufacturing Technologies']
Tables,"['Table', 'Tables']"
Frontend Development,"['Front end', 'FrontEnd', 'FrontEnd Development', 'Frontend Developer', 'Frontend Development']"
Auto Correction,['Auto Correction']
Establish USP,['Establish USP']
Identifying Important Parts,['Identifying Important Parts']
Constructivist Technology Studies,['Constructivist Technology Studies']
Breaking Down Complex Terms,['Breaking Down Complex Terms']
Personalised Note Book Application,['Personalised Note Book Application']
Loan Rates,['Loan Rates']
Iterative Development,['Iterative Development']
Debugging,"['Debugger', 'Debugging']"
Identify Goods,['Identify Goods']
Software Developer,"['Software Developer', 'Software Engineer']"
The study of algorithms that improve automatically through experience,['The study of algorithms that improve automatically through experience']
Annotation Development Cycle,['Annotation Development Cycle']
Security Assessment and Testing,['Security Assessment and Testing']
TopN selection,['TopN selection']
Staying Organized,['Staying Organized']
DynamoDB,['DynamoDB']
Conceptual Clustering,['Conceptual Clustering']
Injured Soldiers,['Injured Soldiers']
Detailed Solutions,['Detailed Solutions']
Step Message,['Step Message']
Inspecting Elements,['Inspecting Elements']
Assessment Methodology,['Assessment Methodology']
Active Building Component,['Active Building Component']
Design Pattern,"['Design Pattern', 'Design Patterns']"
Inconsistency,['Inconsistency']
Solution,"['Solution', 'Solutions']"
Project Structure,['Project Structure']
Information Communication,['Information Communication']
